Actual,Predicted,Error
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
4.0,4.17331772446845,-0.17331772446844962
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
5.0,4.17331772446845,0.8266822755315504
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
2.0,1.9893965095364377,0.010603490463562348
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
1.0,4.146727431929109,-3.1467274319291088
4.0,4.17331772446845,-0.17331772446844962
4.0,4.146727431929109,-0.14672743192910875
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.17331772446845,0.8266822755315504
4.0,4.17331772446845,-0.17331772446844962
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
4.0,4.17331772446845,-0.17331772446844962
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
2.0,4.146727431929109,-2.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
2.0,4.146727431929109,-2.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.0063067929115945,-0.006306792911594528
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,1.0383867279297117,-0.03838672792971165
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
4.0,4.146727431929109,-0.14672743192910875
4.0,4.146727431929109,-0.14672743192910875
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.17331772446845,0.8266822755315504
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.0063067929115945,-0.006306792911594528
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
2.0,1.9893965095364377,0.010603490463562348
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
4.0,4.146727431929109,-0.14672743192910875
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.17331772446845,0.8266822755315504
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
1.0,4.146727431929109,-3.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
5.0,4.17331772446845,0.8266822755315504
5.0,4.146727431929109,0.8532725680708912
4.0,4.0063067929115945,-0.006306792911594528
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
1.0,4.146727431929109,-3.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
1.0,4.146727431929109,-3.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
2.0,1.9893965095364377,0.010603490463562348
4.0,4.146727431929109,-0.14672743192910875
5.0,4.17331772446845,0.8266822755315504
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.0063067929115945,-0.006306792911594528
1.0,4.146727431929109,-3.1467274319291088
3.0,4.146727431929109,-1.1467274319291088
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.0063067929115945,-0.006306792911594528
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
4.0,4.17331772446845,-0.17331772446844962
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
2.0,4.146727431929109,-2.1467274319291088
1.0,4.146727431929109,-3.1467274319291088
4.0,4.17331772446845,-0.17331772446844962
1.0,4.146727431929109,-3.1467274319291088
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.17331772446845,0.8266822755315504
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
4.0,4.0063067929115945,-0.006306792911594528
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.17331772446845,0.8266822755315504
4.0,4.146727431929109,-0.14672743192910875
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.17331772446845,0.8266822755315504
4.0,4.146727431929109,-0.14672743192910875
2.0,4.146727431929109,-2.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.17331772446845,-0.17331772446844962
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
2.0,4.146727431929109,-2.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.17331772446845,-0.17331772446844962
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
4.0,4.17331772446845,-0.17331772446844962
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.17331772446845,0.8266822755315504
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
1.0,4.146727431929109,-3.1467274319291088
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.17331772446845,0.8266822755315504
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
2.0,4.146727431929109,-2.1467274319291088
5.0,4.17331772446845,0.8266822755315504
1.0,4.146727431929109,-3.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.17331772446845,0.8266822755315504
3.0,4.146727431929109,-1.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.17331772446845,-0.17331772446844962
1.0,1.0383867279297117,-0.03838672792971165
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,1.0383867279297117,-0.03838672792971165
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
4.0,4.0063067929115945,-0.006306792911594528
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
2.0,4.146727431929109,-2.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
4.0,4.17331772446845,-0.17331772446844962
2.0,4.146727431929109,-2.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
2.0,1.9893965095364377,0.010603490463562348
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.0063067929115945,-0.006306792911594528
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
4.0,4.17331772446845,-0.17331772446844962
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
4.0,4.17331772446845,-0.17331772446844962
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
1.0,4.146727431929109,-3.1467274319291088
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
3.0,4.146727431929109,-1.1467274319291088
1.0,4.146727431929109,-3.1467274319291088
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
4.0,4.146727431929109,-0.14672743192910875
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
4.0,4.0063067929115945,-0.006306792911594528
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
3.0,4.146727431929109,-1.1467274319291088
5.0,4.146727431929109,0.8532725680708912
5.0,4.146727431929109,0.8532725680708912
